line_number,keep,technique,angle,technique_key,angle_key,record_reference_key,target_technique_key,url,title,segment_start_s,segment_end_s,command
182,yes,jab,front_importance_quot_quot_throw_iwzcpu,jab,front_importance_quot_quot_throw_iwzcpu,jab__front_importance_quot_quot_throw_iwzcpu,jab,https://www.youtube.com/watch?v=iWZcpUbIf5U,The Importance of &quot;JAB&quot; in Boxing and How to Throw the Jab,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=iWZcpUbIf5U"" --record-reference ""jab__front_importance_quot_quot_throw_iwzcpu"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
183,yes,jab,front_here_39_s_throw_asr5or,jab,front_here_39_s_throw_asr5or,jab__front_here_39_s_throw_asr5or,jab,https://www.youtube.com/watch?v=ASr5ORgGobQ,Here&#39;s How To Throw a Lightning Fast Jab ⚡️,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=ASr5ORgGobQ"" --record-reference ""jab__front_here_39_s_throw_asr5or"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
184,yes,jab,lead_side_throw_body_step_step_itsq_u,jab,lead_side_throw_body_step_step_itsq_u,jab__lead_side_throw_body_step_step_itsq_u,jab,https://www.youtube.com/watch?v=ItSq-uWpZTI,How to Throw Jab to Body | Step by Step Breakdown | Slow Motion  #training #fightcamp #boxing,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=ItSq-uWpZTI"" --record-reference ""jab__lead_side_throw_body_step_step_itsq_u"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
185,yes,jab,front_throw_double_boxingcombos_boxingtraining_ibynpp,jab,front_throw_double_boxingcombos_boxingtraining_ibynpp,jab__front_throw_double_boxingcombos_boxingtraining_ibynpp,jab,https://www.youtube.com/watch?v=IByNpp06-rQ,How To Throw The Double Jab #boxing #boxingcombos #boxingtraining #boxingtechnique,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=IByNpp06-rQ"" --record-reference ""jab__front_throw_double_boxingcombos_boxingtraining_ibynpp"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
186,yes,jab,front_throw_5_different_types_eaw7kw,jab,front_throw_5_different_types_eaw7kw,jab__front_throw_5_different_types_eaw7kw,jab,https://www.youtube.com/watch?v=EAW7kwiREsA,How to throw 5 different types of jabs tutorial #boxing #mma #combatsport #kickboxing #muaythai #ufc,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=EAW7kwiREsA"" --record-reference ""jab__front_throw_5_different_types_eaw7kw"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
187,yes,jab,front_throw_power_w_ko__gbs4g,jab,front_throw_power_w_ko__gbs4g,jab__front_throw_power_w_ko__gbs4g,jab,https://www.youtube.com/watch?v=_gBS4gkcsSY,How To Throw A POWER Jab W/ KO Potential #shorts,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=_gBS4gkcsSY"" --record-reference ""jab__front_throw_power_w_ko__gbs4g"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
188,yes,jab,lead_side_master_slip_hook_cross_vnydho,jab,lead_side_master_slip_hook_cross_vnydho,jab__lead_side_master_slip_hook_cross_vnydho,jab,https://www.youtube.com/watch?v=vnYdHoY5BS4,Master the Jab-Slip-Hook-Cross-Roll Combo: Next-Level Boxing Drills! 🥊 #BoxingCombos #AdvancedBoxing,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=vnYdHoY5BS4"" --record-reference ""jab__lead_side_master_slip_hook_cross_vnydho"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
189,yes,jab,front_learn_throw_swivel_yand54,jab,front_learn_throw_swivel_yand54,jab__front_learn_throw_swivel_yand54,jab,https://www.youtube.com/watch?v=yaND54SKAEs,Learn HOW to throw the SWIVEL JAB,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=yaND54SKAEs"" --record-reference ""jab__front_learn_throw_swivel_yand54"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
190,yes,jab,front_improve_boxingtraining_boxer_motivation_m_jqu3,jab,front_improve_boxingtraining_boxer_motivation_m_jqu3,jab__front_improve_boxingtraining_boxer_motivation_m_jqu3,jab,https://www.youtube.com/watch?v=M_JqU3ZsSdA,How to Improve your Jab #jab #boxing #boxingtraining #boxer #tutorial #motivation,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=M_JqU3ZsSdA"" --record-reference ""jab__front_improve_boxingtraining_boxer_motivation_m_jqu3"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
191,yes,jab,front_feint_ckrclw,jab,front_feint_ckrclw,jab__front_feint_ckrclw,jab,https://www.youtube.com/watch?v=ckrcLwh_pB4,Feint to jab tutorial,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=ckrcLwh_pB4"" --record-reference ""jab__front_feint_ckrclw"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
192,yes,jab,lead_side_throwing_amp_right_hand_tvf2qu,jab,lead_side_throwing_amp_right_hand_tvf2qu,jab__lead_side_throwing_amp_right_hand_tvf2qu,jab,https://www.youtube.com/watch?v=tVf2QUiWEnk,Throwing a Jab &amp; Right Hand Has The Same Body Mechanics As Slipping a Jab &amp; Right Hand,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=tVf2QUiWEnk"" --record-reference ""jab__lead_side_throwing_amp_right_hand_tvf2qu"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
194,yes,jab,front_throw_1_2_like_jcbbbh,jab,front_throw_1_2_like_jcbbbh,jab__front_throw_1_2_like_jcbbbh,jab,https://www.youtube.com/watch?v=jcbBBhaz2d8,How to Throw a 1-2 Like a Pro! 🔥(Jab-Cross Tutorial)🚨 #boxing #boxingtechniques #mma #learntobox,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=jcbBBhaz2d8"" --record-reference ""jab__front_throw_1_2_like_jcbbbh"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
195,yes,jab,front_sharpen_these_6_powerful_4pe4_r,jab,front_sharpen_these_6_powerful_4pe4_r,jab__front_sharpen_these_6_powerful_4pe4_r,jab,https://www.youtube.com/watch?v=4PE4-r7_QHw,Sharpen Your Jab With These 6 Powerful Drills 🥊,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=4PE4-r7_QHw"" --record-reference ""jab__front_sharpen_these_6_powerful_4pe4_r"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
196,yes,jab,front_4_mistakes_are_making_aljwki,jab,front_4_mistakes_are_making_aljwki,jab__front_4_mistakes_are_making_aljwki,jab,https://www.youtube.com/watch?v=aljWkI08HXM,4 Jab Mistakes That Are Making Your Jab Weak 🚫,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=aljWkI08HXM"" --record-reference ""jab__front_4_mistakes_are_making_aljwki"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
197,yes,jab,front_fundamentals_throw_1_2_irqyua,jab,front_fundamentals_throw_1_2_irqyua,jab__front_fundamentals_throw_1_2_irqyua,jab,https://www.youtube.com/watch?v=IrqYuA9C3F8,Boxing fundamentals: How to throw the 1 - 2 correctly (jab - cross) 🥊,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=IrqYuA9C3F8"" --record-reference ""jab__front_fundamentals_throw_1_2_irqyua"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
198,yes,jab,lead_side_mastery_widen_stance_power_d6qwze,jab,lead_side_mastery_widen_stance_power_d6qwze,jab__lead_side_mastery_widen_stance_power_d6qwze,jab,https://www.youtube.com/watch?v=D6qWZelCFkc,Boxing Jab Mastery | Widen the Stance for Power &amp; Range,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=D6qWZelCFkc"" --record-reference ""jab__lead_side_mastery_widen_stance_power_d6qwze"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
199,yes,jab,lead_side_throw_body_minute_pfcoqd,jab,lead_side_throw_body_minute_pfcoqd,jab__lead_side_throw_body_minute_pfcoqd,jab,https://www.youtube.com/watch?v=pfCOqDRo2fs,How To Throw A Jab To The Body [Boxing Minute 🥊] #Shorts,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=pfCOqDRo2fs"" --record-reference ""jab__lead_side_throw_body_minute_pfcoqd"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
200,yes,jab,front_throw_muay_thai_techniques_9ov1je,jab,front_throw_muay_thai_techniques_9ov1je,jab__front_throw_muay_thai_techniques_9ov1je,jab,https://www.youtube.com/watch?v=9oV1jEC6r2o,How to Throw a Jab Tutorial - Muay Thai Techniques,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=9oV1jEC6r2o"" --record-reference ""jab__front_throw_muay_thai_techniques_9ov1je"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
201,yes,jab,lead_side_throw_cup_simple_amp_ep4giq,jab,lead_side_throw_cup_simple_amp_ep4giq,jab__lead_side_throw_cup_simple_amp_ep4giq,jab,https://www.youtube.com/watch?v=ep4gIqqbbBk,How To Throw A Jab With A Cup 🥊☕️ [Simple &amp; Effective] #Shorts,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=ep4gIqqbbBk"" --record-reference ""jab__lead_side_throw_cup_simple_amp_ep4giq"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
202,yes,jab,lead_side_solid_39_s_connection_ciqlqq,jab,lead_side_solid_39_s_connection_ciqlqq,jab__lead_side_solid_39_s_connection_ciqlqq,jab,https://www.youtube.com/watch?v=cIQlQQ7-xdo,Solid Jab&#39;s Connection - Stiff Jab  #properboxing #boxing #jab,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=cIQlQQ7-xdo"" --record-reference ""jab__lead_side_solid_39_s_connection_ciqlqq"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
203,yes,jab,front_throw_proper_amp_muay_lefgqy,jab,front_throw_proper_amp_muay_lefgqy,jab__front_throw_proper_amp_muay_lefgqy,jab,https://www.youtube.com/watch?v=lefgQY2ZhG0,How to Throw a Proper Jab (Boxing &amp; Muay Thai Fundamentals),,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=lefgQY2ZhG0"" --record-reference ""jab__front_throw_proper_amp_muay_lefgqy"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
204,yes,jab,front_throw_overhand_right_properly_6rrkb4,jab,front_throw_overhand_right_properly_6rrkb4,jab__front_throw_overhand_right_properly_6rrkb4,jab,https://www.youtube.com/watch?v=6rrkb4FTYdc,‼️How to throw a overhand right properly. Over the Jab which is the most commonly thrown #ufc #mma,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=6rrkb4FTYdc"" --record-reference ""jab__front_throw_overhand_right_properly_6rrkb4"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
205,yes,jab,front_punch_slow_motion_project_fvaovo,jab,front_punch_slow_motion_project_fvaovo,jab__front_punch_slow_motion_project_fvaovo,jab,https://www.youtube.com/watch?v=FVaovOu4TEA,Jab Punch Slow Motion Project,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=FVaovOu4TEA"" --record-reference ""jab__front_punch_slow_motion_project_fvaovo"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
206,yes,jab,front_muay_thai_properly_muaythaishorts_7veeqp,jab,front_muay_thai_properly_muaythaishorts_7veeqp,jab__front_muay_thai_properly_muaythaishorts_7veeqp,jab,https://www.youtube.com/watch?v=7vEeQpP4noY,How to Muay Thai jab properly!  #muaythaishorts #kickboxing #mma #muaythai #shorts #beginners #jab,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=7vEeQpP4noY"" --record-reference ""jab__front_muay_thai_properly_muaythaishorts_7veeqp"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
207,yes,jab,front_mastering_double_check_out_yrevgr,jab,front_mastering_double_check_out_yrevgr,jab__front_mastering_double_check_out_yrevgr,jab,https://www.youtube.com/watch?v=yrEvGR1ezAk,🥊 Mastering the Double Jab! 🥊💥 Check out a quick tutorial on throwing a powerful double jab! 🥊💪,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=yrEvGR1ezAk"" --record-reference ""jab__front_mastering_double_check_out_yrevgr"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
208,yes,jab,left45_weak_throw_power_boxingskills_leikha,jab,left45_weak_throw_power_boxingskills_leikha,jab__left45_weak_throw_power_boxingskills_leikha,jab,https://www.youtube.com/watch?v=lEiKhAQiCy8,🥊 Weak Jab? How To Throw a Jab With Power 🧨  #boxing #boxingskills #boxingmastery #boxingtraining,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=lEiKhAQiCy8"" --record-reference ""jab__left45_weak_throw_power_boxingskills_leikha"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
209,yes,jab,front_bakari_ka_bacha_dudh_adlcwm,jab,front_bakari_ka_bacha_dudh_adlcwm,jab__front_bakari_ka_bacha_dudh_adlcwm,jab,https://www.youtube.com/watch?v=adLCWm3W40M,jab bakari ka bacha dudh pita 🫓 slow motion video short ##vidio,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=adLCWm3W40M"" --record-reference ""jab__front_bakari_ka_bacha_dudh_adlcwm"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
210,yes,jab,lead_side_not_box_pain_proper_pohqs0,jab,lead_side_not_box_pain_proper_pohqs0,jab__lead_side_not_box_pain_proper_pohqs0,jab,https://www.youtube.com/watch?v=pOhqS0ACpxQ,HOW TO NOT BOX IN PAIN - Proper Jab Mechanics,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=pOhqS0ACpxQ"" --record-reference ""jab__lead_side_not_box_pain_proper_pohqs0"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
